UF;municipio; populacao 
RO;Alta Floresta D'Oeste;22945
RO;Ariquemes;107863
RO;cabixi;5312
RO;cacoal;85359
RO;cerejeiras;16323
RO;colorado do Oeste;15882
RO;corumbiara;7391
RO;costa Marques;18331
RO;Espigao D'Oeste;32374
RO;Guajara-Mirim;46174
RO;Jaru;51775
RO;Ji-Parana;128969
RO;Machadinho D'Oeste;39991
RO;Nova Brasilandia D'Oeste;20474
RO;Ouro Preto do Oeste;36035
RO;Pimenta Bueno;36660
RO;Porto Velho;529544
RO;Presidente Medici;18986
RO;Rio crespo;3764
RO;Rolim de Moura;55058
RO;Santa Luzia D'Oeste;6495
RO;Vilhena;99854
RO;Sao Miguel do Guapore;23005
RO;Nova Mamore;30583
RO;Alvorada D'Oeste;14411
RO;Alto Alegre dos Parecis;13241
RO;Alto Paraiso;21428
RO;Buritis;39654
RO;Novo Horizonte do Oeste;8538
RO;cacaulandia;6230
RO;campo Novo de Rondonia;14139
RO;candeias do Jamari;26693
RO;castanheiras;3052
RO;chupinguaia;11182
RO;cujubim;25215
RO;Governador Jorge Teixeira;7767
RO;Itapua do Oeste;10458
RO;Ministro Andreazza;9660
RO;Mirante da Serra;10947
RO;Monte Negro;15852
RO;Nova Uniao;6970
RO;Parecis;6074
RO;Pimenteiras do Oeste;2169
RO;Primavera de Rondonia;2856
RO;Sao Felipe D'Oeste;5172
RO;Sao Francisco do Guapore;20266
RO;Seringueiras;11856
RO;Teixeiropolis;4308
RO;Theobroma;10444
RO;Urupa;11467
RO;Vale do Anari;11204
RO;Vale do Paraiso;6825
Ac;Acrelandia;15256
Ac;Assis Brasil;7417
Ac;Brasileia;26278
Ac;Bujari;10266
Ac;capixaba;11733
Ac;cruzeiro do Sul;88376
Ac;Epitaciolandia;18411
Ac;Feijo;34780
Ac;Jordao;8317
Ac;Mancio Lima;18977
Ac;Manoel Urbano;9459
Ac;Marechal Thaumaturgo;18867
Ac;Placido de castro;19761
Ac;Porto Walter;11982
Ac;Rio Branco;407319
Ac;Rodrigues Alves;18930
Ac;Santa Rosa do Purus;6540
Ac;Senador Guiomard;23024
Ac;Sena Madureira;45848
Ac;Tarauaca;42567
Ac;Xapuri;19323
Ac;Porto Acre;18504
AM;Alvaraes;16041
AM;Amatura;11536
AM;Anama;13614
AM;Anori;21010
AM;Apui;21973
AM;Atalaia do Norte;19921
AM;Autazes;39565
AM;Barcelos;27502
AM;Barreirinha;32041
AM;Benjamin constant;42984
AM;Beruri;19679
AM;Boa Vista do Ramos;19207
AM;Boca do Acre;34308
AM;Borba;41161
AM;caapiranga;13081
AM;canutama;15629
AM;carauari;28294
AM;careiro;37869
AM;careiro da Varzea;30225
AM;coari;85097
AM;codajas;28637
AM;Eirunepe;35273
AM;Envira;20033
AM;Fonte Boa;17609
AM;Guajara;16678
AM;Humaita;55080
AM;Ipixuna;29689
AM;Iranduba;48296
AM;Itacoatiara;101337
AM;Itamarati;7851
AM;Itapiranga;9148
AM;Japura;2755
AM;Jurua;14712
AM;Jutai;14317
AM;Labrea;46069
AM;Manacapuru;97377
AM;Manaquiri;32105
AM;Manaus;2182763
AM;Manicore;55751
AM;Maraa;18224
AM;Maues;63905
AM;Nhamunda;21173
AM;Nova Olinda do Norte;37378
AM;Novo Airao;19454
AM;Novo Aripuana;25644
AM;Parintins;114273
AM;Pauini;19426
AM;Presidente Figueiredo;36279
AM;Rio Preto da Eva;33347
AM;Santa Isabel do Rio Negro;25156
AM;Santo Antonio do Ica;21602
AM;Sao Gabriel da cachoeira;45564
AM;Sao Paulo de Olivenca;39299
AM;Sao Sebastiao do Uatuma;14020
AM;Silves;9171
AM;Tabatinga;65844
AM;Tapaua;17156
AM;Tefe;59849
AM;Tonantins;18755
AM;Uarini;13540
AM;Urucara;16256
AM;Urucurituba;23065
RR;Amajari;12796
RR;Alto Alegre;15510
RR;Boa Vista;399213
RR;Bonfim;12409
RR;canta;18335
RR;caracarai;21926
RR;caroebe;10169
RR;Iracema;11950
RR;Mucajai;17853
RR;Normandia;11290
RR;Pacaraima;17401
RR;Rorainopolis;30163
RR;Sao Joao da Baliza;8201
RR;Sao Luiz;7986
RR;Uiramuta;10559
PA;Abaetetuba;157698
PA;Abel Figueiredo;7434
PA;Acara;55591
PA;Afua;39218
PA;agua Azul do Norte;27430
PA;Alenquer;56789
PA;Almeirim;34109
PA;Altamira;114594
PA;Anajas;29277
PA;Ananindeua;530598
PA;Anapu;27890
PA;Augusto correa;45998
PA;Aurora do Para;31338
PA;Aveiro;16388
PA;Bagre;30673
PA;Baiao;47446
PA;Bannach;3286
PA;Barcarena;124680
PA;Belem;1492745
PA;Belterra;17732
PA;Benevides;62737
PA;Bom Jesus do Tocantins;16981
PA;Bonito;16286
PA;Braganca;127686
PA;Brasil Novo;15086
PA;Brejo Grande do Araguaia;7380
PA;Breu Branco;66046
PA;Breves;102701
PA;Bujaru;29132
PA;cachoeira do Piria;33900
PA;cachoeira do Arari;23767
PA;cameta;137890
PA;canaa dos carajas;37085
PA;capanema;69027
PA;capitao Poco;54303
PA;castanhal;200793
PA;chaves;23717
PA;colares;12085
PA;conceicao do Araguaia;47864
PA;concordia do Para;33318
PA;cumaru do Norte;13473
PA;curionopolis;17929
PA;curralinho;34448
PA;curua;14393
PA;curuca;40066
PA;Dom Eliseu;59719
PA;Eldorado do carajas;33808
PA;Faro;7194
PA;Floresta do Araguaia;20304
PA;Garrafao do Norte;26066
PA;Goianesia do Para;40475
PA;Gurupa;33376
PA;Igarape-Acu;38807
PA;Igarape-Miri;62698
PA;Inhangapi;11711
PA;Ipixuna do Para;64053
PA;Irituia;32550
PA;Itaituba;101247
PA;Itupiranga;53269
PA;Jacareacanga;8239
PA;Jacunda;59155
PA;Juruti;57943
PA;Limoeiro do Ajuru;28935
PA;Mae do Rio;30077
PA;Magalhaes Barata;8548
PA;Maraba;279349
PA;Maracana;29473
PA;Marapanim;28336
PA;Marituba;131521
PA;Medicilandia;31597
PA;Melgaco;27654
PA;Mocajuba;31136
PA;Moju;82094
PA;Mojui dos campos;16084
PA;Monte Alegre;58032
PA;Muana;40349
PA;Nova Esperanca do Piria;21368
PA;Nova Ipixuna;16678
PA;Nova Timboteua;15363
PA;Novo Progresso;25762
PA;Novo Repartimento;75919
PA;obidos;52137
PA;Oeiras do Para;32512
PA;Oriximina;73096
PA;Ourem;17842
PA;Ourilandia do Norte;32832
PA;Pacaja;47706
PA;Palestina do Para;7589
PA;Paragominas;113145
PA;Parauapebas;208273
PA;Pau D'Arco;5483
PA;Peixe-Boi;8077
PA;Picarra;12981
PA;Placas;30982
PA;Ponta de Pedras;31082
PA;Portel;62043
PA;Porto de Moz;41135
PA;Prainha;29866
PA;Primavera;10825
PA;Quatipuru;13608
PA;Redencao;84787
PA;Rio Maria;18193
PA;Rondon do Para;52357
PA;Ruropolis;50510
PA;Salinopolis;40675
PA;Salvaterra;23752
PA;Santa Barbara do Para;21079
PA;Santa cruz do Arari;10128
PA;Santa Izabel do Para;70801
PA;Santa Luzia do Para;19848
PA;Santa Maria das Barreiras;21449
PA;Santa Maria do Para;24861
PA;Santana do Araguaia;72817
PA;Santarem;304589
PA;Santarem Novo;6709
PA;Santo Antonio do Taua;31482
PA;Sao caetano de Odivelas;18050
PA;Sao Domingos do Araguaia;25557
PA;Sao Domingos do capim;31989
PA;Sao Felix do Xingu;128481
PA;Sao Francisco do Para;15882
PA;Sao Geraldo do Araguaia;24847
PA;Sao Joao da Ponta;6139
PA;Sao Joao de Pirabas;23045
PA;Sao Joao do Araguaia;13996
PA;Sao Miguel do Guama;58986
PA;Sao Sebastiao da Boa Vista;26640
PA;Sapucaia;5930
PA;Senador Jose Porfirio;11658
PA;Soure;25374
PA;Tailandia;106339
PA;Terra Alta;11720
PA;Terra Santa;18769
PA;Tome-Acu;63447
PA;Tracuateua;30959
PA;Trairao;18989
PA;Tucuma;39602
PA;Tucurui;113659
PA;Ulianopolis;59210
PA;Uruara;45476
PA;Vigia;53686
PA;Viseu;61403
PA;Vitoria do Xingu;15134
PA;Xinguara;44751
AP;Serra do Navio;5397
AP;Amapa;9109
AP;Pedra Branca do Amapari;16502
AP;calcoene;11117
AP;cutias;5983
AP;Ferreira Gomes;7780
AP;Itaubal;5503
AP;Laranjal do Jari;50410
AP;Macapa;503327
AP;Mazagao;21632
AP;Oiapoque;27270
AP;Porto Grande;21971
AP;Pracuuba;5120
AP;Santana;121364
AP;Tartarugalzinho;17315
AP;Vitoria do Jari;15931
TO;Abreulandia;2579
TO;Aguiarnopolis;6733
TO;Alianca do Tocantins;5390
TO;Almas;7055
TO;Alvorada;8412
TO;Ananas;9549
TO;Angico;3433
TO;Aparecida do Rio Negro;4795
TO;Aragominas;5758
TO;Araguacema;7086
TO;Araguacu;8517
TO;Araguaina;180470
TO;Araguana;5729
TO;Araguatins;35761
TO;Arapoema;6643
TO;Arraias;10567
TO;Augustinopolis;18412
TO;Aurora do Tocantins;3757
TO;Axixa do Tocantins;9756
TO;Babaculandia;10664
TO;Bandeirantes do Tocantins;3553
TO;Barra do Ouro;4591
TO;Barrolandia;5632
TO;Bernardo Sayao;4459
TO;Bom Jesus do Tocantins;4894
TO;Brasilandia do Tocantins;2201
TO;Brejinho de Nazare;5497
TO;Buriti do Tocantins;11348
TO;cachoeirinha;2275
TO;campos Lindos;10116
TO;cariri do Tocantins;4382
TO;carmolandia;2580
TO;carrasco Bonito;4095
TO;caseara;5369
TO;centenario;2905
TO;chapada de Areia;1406
TO;chapada da Natividade;3333
TO;colinas do Tocantins;35424
TO;combinado;4852
TO;conceicao do Tocantins;4105
TO;couto Magalhaes;5588
TO;cristalandia;7289
TO;crixas do Tocantins;1722
TO;Darcinopolis;6097
TO;Dianopolis;22139
TO;Divinopolis do Tocantins;6900
TO;Dois Irmaos do Tocantins;7198
TO;Duere;4686
TO;Esperantina;10996
TO;Fatima;3835
TO;Figueiropolis;5263
TO;Filadelfia;8856
TO;Formoso do Araguaia;18440
TO;Fortaleza do Tabocao;2589
TO;Goianorte;5123
TO;Goiatins;13019
TO;Guarai;25923
TO;Gurupi;86647
TO;Ipueiras;2015
TO;Itacaja;7433
TO;Itaguatins;5864
TO;Itapiratins;3777
TO;Itapora do Tocantins;2427
TO;Jau do Tocantins;3849
TO;Juarina;2193
TO;Lagoa da confusao;13357
TO;Lagoa do Tocantins;4316
TO;Lajeado;3134
TO;Lavandeira;1923
TO;Lizarda;3740
TO;Luzinopolis;3108
TO;Marianopolis do Tocantins;5175
TO;Mateiros;2684
TO;Maurilandia do Tocantins;3426
TO;Miracema do Tocantins;18248
TO;Miranorte;13434
TO;Monte do carmo;7947
TO;Monte Santo do Tocantins;2279
TO;Palmeiras do Tocantins;6658
TO;Muricilandia;3551
TO;Natividade;9244
TO;Nazare;3898
TO;Nova Olinda;11819
TO;Nova Rosalandia;4260
TO;Novo Acordo;4342
TO;Novo Alegre;2332
TO;Novo Jardim;2722
TO;Oliveira de Fatima;1112
TO;Palmeirante;6026
TO;Palmeiropolis;7659
TO;Paraiso do Tocantins;51252
TO;Parana;10449
TO;Pau D'Arco;4849
TO;Pedro Afonso;13578
TO;Peixe;11749
TO;Pequizeiro;5477
TO;colmeia;8205
TO;Pindorama do Tocantins;4447
TO;Piraque;3028
TO;Pium;7654
TO;Ponte Alta do Bom Jesus;4596
TO;Ponte Alta do Tocantins;8039
TO;Porto Alegre do Tocantins;3139
TO;Porto Nacional;53010
TO;Praia Norte;8432
TO;Presidente Kennedy;3684
TO;Pugmil;2688
TO;Recursolandia;4293
TO;Riachinho;4645
TO;Rio da conceicao;2130
TO;Rio dos Bois;2834
TO;Rio Sono;6478
TO;Sampaio;4711
TO;Sandolandia;3375
TO;Santa Fe do Araguaia;7512
TO;Santa Maria do Tocantins;3434
TO;Santa Rita do Tocantins;2365
TO;Santa Rosa do Tocantins;4829
TO;Santa Tereza do Tocantins;2866
TO;Santa Terezinha do Tocantins;2529
TO;Sao Bento do Tocantins;5324
TO;Sao Felix do Tocantins;1585
TO;Sao Miguel do Tocantins;12139
TO;Sao Salvador do Tocantins;3082
TO;Sao Sebastiao do Tocantins;4805
TO;Sao Valerio;3960
TO;Silvanopolis;5403
TO;Sitio Novo do Tocantins;9029
TO;Sucupira;1966
TO;Taguatinga;16683
TO;Taipas do Tocantins;2148
TO;Talisma;2793
TO;Palmas;299127
TO;Tocantinia;7545
TO;Tocantinopolis;22870
TO;Tupirama;1891
TO;Tupiratins;2671
TO;Wanderlandia;11683
TO;Xambioa;11540
MA;Acailandia;112445
MA;Afonso cunha;6524
MA;agua Doce do Maranhao;12571
MA;Alcantara;22097
MA;Aldeias Altas;26532
MA;Altamira do Maranhao;8128
MA;Alto Alegre do Maranhao;27053
MA;Alto Alegre do Pindare;31919
MA;Alto Parnaiba;11190
MA;Amapa do Maranhao;6962
MA;Amarante do Maranhao;41435
MA;Anajatuba;26803
MA;Anapurus;15732
MA;Apicum-Acu;17239
MA;Araguana;15426
MA;Araioses;46440
MA;Arame;32701
MA;Arari;29848
MA;Axixa;12130
MA;Bacabal;104949
MA;Bacabeira;17055
MA;Bacuri;18582
MA;Bacurituba;5644
MA;Balsas;94887
MA;Barao de Grajau;18820
MA;Barra do corda;88212
MA;Barreirinhas;62528
MA;Belagua;7469
MA;Bela Vista do Maranhao;11209
MA;Benedito Leite;5632
MA;Bequimao;21280
MA;Bernardo do Mearim;6043
MA;Boa Vista do Gurupi;9287
MA;Bom Jardim;41630
MA;Bom Jesus das Selvas;34028
MA;Bom Lugar;16294
MA;Brejo;36397
MA;Brejo de Areia;9188
MA;Buriti;28678
MA;Buriti Bravo;23884
MA;Buriticupu;72358
MA;Buritirana;15430
MA;cachoeira Grande;9431
MA;cajapio;11177
MA;cajari;19379
MA;campestre do Maranhao;14374
MA;candido Mendes;20178
MA;cantanhede;21995
MA;capinzal do Norte;10934
MA;carolina;24322
MA;carutapera;23807
MA;caxias;164880
MA;cedral;10675
MA;central do Maranhao;8673
MA;centro do Guilherme;13458
MA;centro Novo do Maranhao;21622
MA;chapadinha;79675
MA;cidelandia;14697
MA;codo;122859
MA;coelho Neto;49435
MA;colinas;41178
MA;conceicao do Lago-Acu;16237
MA;coroata;65296
MA;cururupu;32695
MA;Davinopolis;12908
MA;Dom Pedro;23350
MA;Duque Bacelar;11349
MA;Esperantinopolis;17241
MA;Estreito;41946
MA;Feira Nova do Maranhao;8504
MA;Fernando Falcao;10360
MA;Formosa da Serra Negra;19089
MA;Fortaleza dos Nogueiras;12631
MA;Fortuna;15552
MA;Godofredo Viana;11819
MA;Goncalves Dias;17934
MA;Governador Archer;10840
MA;Governador Edison Lobao;18296
MA;Governador Eugenio Barros;16828
MA;Governador Luiz Rocha;7807
MA;Governador Newton Bello;10180
MA;Governador Nunes Freire;25577
MA;Graca Aranha;6262
MA;Grajau;69527
MA;Guimaraes;12030
MA;Humberto de campos;28717
MA;Icatu;27113
MA;Igarape do Meio;14177
MA;Igarape Grande;11320
MA;Imperatriz;258682
MA;Itaipava do Grajau;16057
MA;Itapecuru Mirim;68203
MA;Itinga do Maranhao;26000
MA;Jatoba;10153
MA;Jenipapo dos Vieiras;16515
MA;Joao Lisboa;23632
MA;Joselandia;16168
MA;Junco do Maranhao;3432
MA;Lago da Pedra;50266
MA;Lago do Junco;10840
MA;Lago Verde;16257
MA;Lagoa do Mato;11250
MA;Lago dos Rodrigues;8873
MA;Lagoa Grande do Maranhao;11394
MA;Lajeado Novo;7550
MA;Lima campos;11893
MA;Loreto;12157
MA;Luis Domingues;6951
MA;Magalhaes de Almeida;19826
MA;Maracacume;21395
MA;Maraja do Sena;7792
MA;Maranhaozinho;16265
MA;Mata Roma;16829
MA;Matinha;23370
MA;Matoes;33782
MA;Matoes do Norte;16745
MA;Milagres do Maranhao;8464
MA;Mirador;21015
MA;Miranda do Norte;28381
MA;Mirinzal;14962
MA;Moncao;33434
MA;Montes Altos;9160
MA;Morros;19433
MA;Nina Rodrigues;14454
MA;Nova colinas;5384
MA;Nova Iorque;4683
MA;Nova Olinda do Maranhao;20928
MA;Olho d'agua das cunhas;19505
MA;Olinda Nova do Maranhao;14701
MA;Paco do Lumiar;122197
MA;Palmeirandia;19722
MA;Paraibano;21386
MA;Parnarama;34907
MA;Passagem Franca;19019
MA;Pastos Bons;19472
MA;Paulino Neves;16035
MA;Paulo Ramos;21040
MA;Pedreiras;39229
MA;Pedro do Rosario;25144
MA;Penalva;38470
MA;Peri Mirim;14318
MA;Peritoro;23196
MA;Pindare-Mirim;32941
MA;Pinheiro;83387
MA;Pio XII;21485
MA;Pirapemas;18625
MA;Pocao de Pedras;17873
MA;Porto Franco;23885
MA;Porto Rico do Maranhao;5975
MA;Presidente Dutra;47804
MA;Presidente Juscelino;12734
MA;Presidente Medici;7015
MA;Presidente Sarney;18918
MA;Presidente Vargas;11193
MA;Primeira cruz;15315
MA;Raposa;30761
MA;Riachao;20195
MA;Ribamar Fiquene;7791
MA;Rosario;42740
MA;Sambaiba;5671
MA;Santa Filomena do Maranhao;7773
MA;Santa Helena;42130
MA;Santa Ines;89044
MA;Santa Luzia;72667
MA;Santa Luzia do Parua;25254
MA;Santa Quiteria do Maranhao;25642
MA;Santa Rita;37855
MA;Santana do Maranhao;13386
MA;Santo Amaro do Maranhao;15846
MA;Santo Antonio dos Lopes;14528
MA;Sao Benedito do Rio Preto;18663
MA;Sao Bento;45211
MA;Sao Bernardo;28507
MA;Sao Domingos do Azeitao;7392
MA;Sao Domingos do Maranhao;34376
MA;Sao Felix de Balsas;4585
MA;Sao Francisco do Brejao;11798
MA;Sao Francisco do Maranhao;12210
MA;Sao Joao Batista;20665
MA;Sao Joao do caru;15808
MA;Sao Joao do Paraiso;11177
MA;Sao Joao do Soter;18543
MA;Sao Joao dos Patos;25929
MA;Sao Jose de Ribamar;177687
MA;Sao Jose dos Basilios;7641
MA;Sao Luis;1101884
MA;Sao Luis Gonzaga do Maranhao;18856
MA;Sao Mateus do Maranhao;41529
MA;Sao Pedro da agua Branca;12690
MA;Sao Pedro dos crentes;4668
MA;Sao Raimundo das Mangabeiras;18868
MA;Sao Raimundo do Doca Bezerra;5237
MA;Sao Roberto;6719
MA;Sao Vicente Ferrer;22247
MA;Satubinha;13914
MA;Senador Alexandre costa;11141
MA;Senador La Rocque;14293
MA;Serrano do Maranhao;10253
MA;Sitio Novo;18081
MA;Sucupira do Norte;10636
MA;Sucupira do Riachao;5660
MA;Tasso Fragoso;8521
MA;Timbiras;29124
MA;Timon;169107
MA;Trizidela do Vale;21998
MA;Tufilandia;5840
MA;Tuntum;41832
MA;Turiacu;35604
MA;Turilandia;25619
MA;Tutoia;58860
MA;Urbano Santos;33122
MA;Vargem Grande;56510
MA;Viana;52441
MA;Vila Nova dos Martirios;13392
MA;Vitoria do Mearim;32764
MA;Vitorino Freire;31523
MA;Ze Doca;51714
PI;Acaua;7084
PI;Agricolandia;5139
PI;agua Branca;17411
PI;Alagoinha do Piaui;7651
PI;Alegrete do Piaui;4915
PI;Alto Longa;14304
PI;Altos;40524
PI;Alvorada do Gurgueia;5419
PI;Amarante;17598
PI;Angical do Piaui;6788
PI;Anisio de Abreu;9880
PI;Antonio Almeida;3164
PI;Aroazes;5835
PI;Aroeiras do Itaim;2551
PI;Arraial;4727
PI;Assuncao do Piaui;7846
PI;Avelino Lopes;11289
PI;Baixa Grande do Ribeiro;11586
PI;Barra D'Alcantara;3951
PI;Barras;47066
PI;Barreiras do Piaui;3348
PI;Barro Duro;7032
PI;Batalha;26857
PI;Bela Vista do Piaui;4015
PI;Belem do Piaui;3566
PI;Beneditinos;10467
PI;Bertolinia;5501
PI;Betania do Piaui;6205
PI;Boa Hora;6781
PI;Bocaina;4500
PI;Bom Jesus;25179
PI;Bom Principio do Piaui;5630
PI;Bonfim do Piaui;5670
PI;Boqueirao do Piaui;6407
PI;Brasileira;8329
PI;Brejo do Piaui;3875
PI;Buriti dos Lopes;19781
PI;Buriti dos Montes;8244
PI;cabeceiras do Piaui;10586
PI;cajazeiras do Piaui;3559
PI;cajueiro da Praia;7642
PI;caldeirao Grande do Piaui;5776
PI;campinas do Piaui;5613
PI;campo Alegre do Fidalgo;5045
PI;campo Grande do Piaui;5943
PI;campo Largo do Piaui;7279
PI;campo Maior;46833
PI;canavieira;3950
PI;canto do Buriti;21187
PI;capitao de campos;11417
PI;capitao Gervasio Oliveira;4100
PI;caracol;10916
PI;caraubas do Piaui;5868
PI;caridade do Piaui;5067
PI;castelo do Piaui;19716
PI;caxingo;5424
PI;cocal;27787
PI;cocal de Telha;4891
PI;cocal dos Alves;6153
PI;coivaras;4020
PI;colonia do Gurgueia;6484
PI;colonia do Piaui;7656
PI;conceicao do caninde;4803
PI;coronel Jose Dias;4682
PI;corrente;26644
PI;cristalandia do Piaui;8294
PI;cristino castro;10423
PI;curimata;11388
PI;currais;4954
PI;curralinhos;4443
PI;curral Novo do Piaui;5343
PI;Demerval Lobao;13817
PI;Dirceu Arcoverde;7011
PI;Dom Expedito Lopes;6904
PI;Domingos Mourao;4355
PI;Dom Inocencio;9556
PI;Elesbao Veloso;14602
PI;Eliseu Martins;4915
PI;Esperantina;39737
PI;Fartura do Piaui;5307
PI;Flores do Piaui;4463
PI;Floresta do Piaui;2558
PI;Floriano;59935
PI;Francinopolis;5348
PI;Francisco Ayres;4348
PI;Francisco Macedo;3184
PI;Francisco Santos;9319
PI;Fronteiras;11625
PI;Geminiano;5442
PI;Gilbues;10690
PI;Guadalupe;10499
PI;Guaribas;4562
PI;Hugo Napoleao;3877
PI;Ilha Grande;9426
PI;Inhuma;15308
PI;Ipiranga do Piaui;9811
PI;Isaias coelho;8549
PI;Itainopolis;11530
PI;Itaueira;11019
PI;Jacobina do Piaui;5741
PI;Jaicos;19104
PI;Jardim do Mulato;4504
PI;Jatoba do Piaui;4865
PI;Jerumenha;4452
PI;Joao costa;3008
PI;Joaquim Pires;14354
PI;Joca Marques;5443
PI;Jose de Freitas;39208
PI;Juazeiro do Piaui;5478
PI;Julio Borges;5627
PI;Jurema;4763
PI;Lagoinha do Piaui;2845
PI;Lagoa Alegre;8542
PI;Lagoa do Barro do Piaui;4655
PI;Lagoa de Sao Francisco;6758
PI;Lagoa do Piaui;4064
PI;Lagoa do Sitio;5177
PI;Landri Sales;5295
PI;Luis correia;30311
PI;Luzilandia;25486
PI;Madeiro;8310
PI;Manoel Emidio;5349
PI;Marcolandia;8492
PI;Marcos Parente;4549
PI;Massape do Piaui;6441
PI;Matias Olimpio;10936
PI;Miguel Alves;33760
PI;Miguel Leao;1246
PI;Milton Brandao;6613
PI;Monsenhor Gil;10564
PI;Monsenhor Hipolito;7749
PI;Monte Alegre do Piaui;10613
PI;Morro cabeca no Tempo;4532
PI;Morro do chapeu do Piaui;6796
PI;Murici dos Portelas;9159
PI;Nazare do Piaui;7339
PI;Nazaria;8570
PI;Nossa Senhora de Nazare;4870
PI;Nossa Senhora dos Remedios;8692
PI;Novo Oriente do Piaui;6565
PI;Novo Santo Antonio;2991
PI;Oeiras;37029
PI;Olho D'agua do Piaui;2459
PI;Padre Marcos;6868
PI;Paes Landim;4129
PI;Pajeu do Piaui;3389
PI;Palmeira do Piaui;5043
PI;Palmeirais;14539
PI;Paqueta;3945
PI;Parnagua;10791
PI;Parnaiba;153078
PI;Passagem Franca do Piaui;4313
PI;Patos do Piaui;6392
PI;Pau D'Arco do Piaui;4045
PI;Paulistana;20523
PI;Pavussu;3677
PI;Pedro II;38742
PI;Pedro Laurentino;2536
PI;Nova Santa Rita;4374
PI;Picos;78222
PI;Pimenteiras;12127
PI;Pio IX;18425
PI;Piracuruca;28791
PI;Piripiri;63742
PI;Porto;12568
PI;Porto Alegre do Piaui;2710
PI;Prata do Piaui;3151
PI;Queimada Nova;8992
PI;Redencao do Gurgueia;8778
PI;Regeneracao;17978
PI;Riacho Frio;4312
PI;Ribeira do Piaui;4477
PI;Ribeiro Goncalves;7341
PI;Rio Grande do Piaui;6432
PI;Santa cruz do Piaui;6240
PI;Santa cruz dos Milagres;4019
PI;Santa Filomena;6253
PI;Santa Luz;5860
PI;Santana do Piaui;4634
PI;Santa Rosa do Piaui;5257
PI;Santo Antonio de Lisboa;6415
PI;Santo Antonio dos Milagres;2161
PI;Santo Inacio do Piaui;3798
PI;Sao Braz do Piaui;4448
PI;Sao Felix do Piaui;2942
PI;Sao Francisco de Assis do Piaui;5755
PI;Sao Francisco do Piaui;6423
PI;Sao Goncalo do Gurgueia;3041
PI;Sao Goncalo do Piaui;5015
PI;Sao Joao da canabrava;4608
PI;Sao Joao da Fronteira;6042
PI;Sao Joao da Serra;6139
PI;Sao Joao da Varjota;4840
PI;Sao Joao do Arraial;7989
PI;Sao Joao do Piaui;20601
PI;Sao Jose do Divino;5346
PI;Sao Jose do Peixe;3745
PI;Sao Jose do Piaui;6705
PI;Sao Juliao;6363
PI;Sao Lourenco do Piaui;4573
PI;Sao Luis do Piaui;2644
PI;Sao Miguel da Baixa Grande;2452
PI;Sao Miguel do Fidalgo;3039
PI;Sao Miguel do Tapuio;17662
PI;Sao Pedro do Piaui;14291
PI;Sao Raimundo Nonato;34710
PI;Sebastiao Barros;3469
PI;Sebastiao Leal;4294
PI;Sigefredo Pacheco;10041
PI;Simoes;14633
PI;Simplicio Mendes;12711
PI;Socorro do Piaui;4569
PI;Sussuapara;6730
PI;Tamboril do Piaui;2919
PI;Tanque do Piaui;2765
PI;Teresina;864845
PI;Uniao;44485
PI;Urucui;21558
PI;Valenca do Piaui;20918
PI;Varzea Branca;4947
PI;Varzea Grande;4391
PI;Vera Mendes;3077
PI;Vila Nova do Piaui;2971
PI;Wall Ferraz;4462
cE;Abaiara;11737
cE;Acarape;14929
cE;Acarau;62641
cE;Acopiara;54270
cE;Aiuaba;17399
cE;Alcantaras;11714
cE;Altaneira;7586
cE;Alto Santo;17146
cE;Amontada;43452
cE;Antonina do Norte;7353
cE;Apuiares;14600
cE;Aquiraz;80271
cE;Aracati;74547
cE;Aracoiaba;26469
cE;Ararenda;10935
cE;Araripe;21600
cE;Aratuba;11847
cE;Arneiroz;7840
cE;Assare;23417
cE;Aurora;24654
cE;Baixio;6288
cE;Banabuiu;18197
cE;Barbalha;59732
cE;Barreira;22425
cE;Barro;22680
cE;Barroquinha;15017
cE;Baturite;35750
cE;Beberibe;53573
cE;Bela cruz;32591
cE;Boa Viagem;54470
cE;Brejo Santo;49477
cE;camocim;63661
cE;campos Sales;27426
cE;caninde;76997
cE;capistrano;17738
cE;caridade;22547
cE;carire;18448
cE;caririacu;26965
cE;carius;18699
cE;carnaubal;17606
cE;cascavel;71743
cE;catarina;20698
cE;catunda;10342
cE;caucaia;361400
cE;cedro;25557
cE;chaval;13069
cE;choro;13521
cE;chorozinho;20264
cE;coreau;23136
cE;crateus;75074
cE;crato;132123
cE;croata;18063
cE;cruz;24827
cE;Deputado Irapuan Pinheiro;9625
cE;Erere;7198
cE;Eusebio;53618
cE;Farias Brito;19450
cE;Forquilha;24218
cE;Fortaleza;2669342
cE;Fortim;16480
cE;Frecheirinha;14072
cE;General Sampaio;7618
cE;Graca;14399
cE;Granja;54748
cE;Granjeiro;4844
cE;Groairas;11068
cE;Guaiuba;26064
cE;Guaraciaba do Norte;40642
cE;Guaramiranga;5193
cE;Hidrolandia;19978
cE;Horizonte;67337
cE;Ibaretama;13353
cE;Ibiapina;24997
cE;Ibicuitinga;12525
cE;Icapui;19934
cE;Ico;68018
cE;Iguatu;102498
cE;Independencia;26178
cE;Ipaporanga;11593
cE;Ipaumirim;12463
cE;Ipu;41964
cE;Ipueiras;38166
cE;Iracema;14297
cE;Iraucuba;24156
cE;Itaicaba;7827
cE;Itaitinga;37980
cE;Itapaje;52675
cE;Itapipoca;129358
